Wall time,Step,Value
1679158841.0024672,60000,81.21605682373047
1679158961.947485,120000,77.62470245361328
1679159082.3562665,180000,83.79296875
1679159201.7417781,240000,86.82962036132812
1679159321.5095568,300000,86.40603637695312
