Wall time,Step,Value
1677694548.5045109,60000,2.13629412651062
1677694646.0601556,120000,52.22896194458008
1677694743.0113745,180000,64.30553436279297
1677694839.785223,240000,80.4749984741211
1677694939.801057,300000,80.912109375
1677695030.6241944,360000,81.15072631835938
1677695120.906549,420000,77.30155944824219
1677695211.7229278,480000,80.47600555419922
