Wall time,Step,Value
1677436975.562838,60000,1.042728304862976
1677437069.9507196,120000,6.035075664520264
1677437163.5666056,180000,11.176385879516602
1677437260.0021737,240000,29.065227508544922
1677437355.1269984,300000,38.16874313354492
1677437448.5189714,360000,17.2406063079834
1677437541.9375947,420000,9.2335844039917
